Date,Open,High,Low,Close,Adj Close,Volume
2021-12-06,120.080002,121.290001,119.559998,121.000000,121.000000,411600
2021-12-07,123.300003,125.199997,122.500000,124.760002,124.760002,623400
2021-12-08,125.260002,126.000000,124.339996,125.940002,125.940002,351300
2021-12-09,124.050003,124.629997,122.540001,122.849998,122.849998,572600
2021-12-10,122.800003,123.349998,122.220001,123.260002,123.260002,401800
2021-12-13,122.519997,122.820000,120.540001,120.589996,120.589996,488900
2021-12-14,120.599998,121.029999,119.480003,120.610001,120.610001,348500
2021-12-15,122.389999,124.000000,121.239998,123.849998,123.849998,819300
2021-12-16,123.639999,124.010002,121.580002,122.209999,122.209999,780400
2021-12-17,121.400002,122.639999,120.910004,121.129997,121.129997,610700
2021-12-20,118.639999,119.500000,117.739998,118.949997,118.949997,512600
2021-12-21,119.800003,121.190002,119.010002,120.550003,120.550003,836500
2021-12-22,121.510002,123.580002,121.510002,123.099998,123.099998,666600
2021-12-23,123.750000,124.269997,123.110001,123.860001,123.860001,514400
2021-12-27,125.080002,127.400002,124.739998,127.209999,127.209999,548200
2021-12-28,128.000000,128.300003,127.279999,127.480003,127.480003,415700
2021-12-29,127.000000,127.129997,126.300003,126.690002,126.690002,259100
2021-12-30,126.250000,126.690002,125.760002,125.919998,125.919998,232200
2021-12-31,125.800003,126.790001,125.500000,126.400002,126.400002,275000
2022-01-03,126.400002,127.169998,125.650002,126.269997,126.269997,373700
2022-01-04,128.529999,129.309998,127.830002,128.559998,128.559998,708700
2022-01-05,133.559998,133.750000,128.309998,128.589996,128.589996,2594400
2022-01-06,125.400002,126.309998,122.370003,123.110001,123.110001,1836500
2022-01-07,125.500000,125.739998,123.300003,124.309998,124.309998,574800
2022-01-10,123.500000,123.699997,121.169998,123.169998,123.169998,1031200
2022-01-11,124.260002,126.379997,123.849998,126.320000,126.320000,799200
2022-01-12,126.330002,127.650002,126.260002,127.150002,127.150002,345600
2022-01-13,126.820000,127.000000,124.500000,124.800003,124.800003,550500
2022-01-14,124.110001,125.000000,123.290001,124.790001,124.790001,444700
2022-01-18,120.919998,121.699997,115.239998,115.839996,115.839996,3043100
2022-01-19,112.500000,113.629997,110.019997,110.040001,110.040001,3961500
2022-01-20,114.680000,115.739998,113.500000,113.629997,113.629997,1746900
2022-01-21,111.910004,112.750000,110.400002,111.629997,111.629997,1753600
2022-01-24,110.110001,110.730003,106.629997,110.540001,110.540001,1845900
2022-01-25,108.510002,111.169998,107.500000,109.919998,109.919998,742400
2022-01-26,112.160004,112.680000,109.209999,110.029999,110.029999,1024600
2022-01-27,105.120003,105.790001,102.910004,102.970001,102.970001,1619900
2022-01-28,104.599998,106.849998,103.209999,106.839996,106.839996,964900
2022-01-31,109.220001,113.300003,109.139999,111.660004,111.660004,1878200
2022-02-01,111.809998,112.660004,110.949997,112.559998,112.559998,1019100
2022-02-02,117.800003,119.000000,111.610001,112.250000,112.250000,1571200
2022-02-03,109.559998,110.239998,107.879997,108.029999,108.029999,1020000
2022-02-04,108.750000,109.699997,107.529999,109.120003,109.120003,815200
2022-02-07,109.400002,110.800003,108.839996,109.750000,109.750000,663300
2022-02-08,109.019997,109.889999,108.500000,109.769997,109.769997,600000
2022-02-09,109.370003,111.930000,109.010002,111.459999,111.459999,969400
2022-02-10,109.589996,111.980003,109.360001,109.910004,109.910004,530900
2022-02-11,109.900002,110.589996,107.339996,107.790001,107.790001,760700
2022-02-14,107.029999,107.879997,106.129997,107.110001,107.110001,797500
2022-02-15,107.120003,108.680000,107.110001,108.459999,108.459999,633100
2022-02-16,106.010002,106.830002,105.629997,106.519997,106.519997,517600
2022-02-17,105.639999,105.989998,104.650002,104.809998,104.809998,870800
2022-02-18,104.589996,105.230003,103.709999,104.230003,104.230003,611600
2022-02-22,102.099998,104.339996,102.099998,102.680000,102.680000,990000
2022-02-23,103.470001,103.870003,101.029999,101.309998,101.309998,825300
2022-02-24,97.279999,102.110001,97.269997,101.989998,101.989998,1086800
2022-02-25,102.879997,104.330002,102.160004,104.089996,104.089996,636400
2022-02-28,102.519997,103.099998,101.370003,102.529999,102.529999,709300
2022-03-01,102.199997,102.370003,100.330002,100.860001,100.860001,639800
2022-03-02,100.580002,102.169998,100.580002,101.739998,101.739998,488600
2022-03-03,102.010002,102.010002,99.769997,100.230003,100.230003,539400
2022-03-04,98.739998,99.000000,97.669998,98.470001,98.470001,553200
2022-03-07,97.449997,97.980003,95.779999,95.820000,95.820000,760200
2022-03-08,95.930000,99.180000,95.500000,97.419998,97.419998,941300
2022-03-09,96.820000,99.070000,96.820000,98.339996,98.339996,873700
2022-03-10,100.070000,100.760002,99.190002,100.180000,100.180000,817000
2022-03-11,100.339996,100.379997,97.250000,97.309998,97.309998,512200
2022-03-14,97.000000,97.669998,94.330002,94.790001,94.790001,747600
2022-03-15,97.000000,98.320000,96.610001,98.099998,98.099998,826200
2022-03-16,100.870003,103.070000,100.360001,102.750000,102.750000,860900
2022-03-17,102.589996,104.750000,102.269997,104.620003,104.620003,462800
2022-03-18,104.430000,106.190002,104.430000,106.120003,106.120003,465600
2022-03-21,105.750000,105.970001,103.879997,104.449997,104.449997,609900
2022-03-22,105.120003,106.339996,105.120003,105.730003,105.730003,573800
2022-03-23,105.080002,105.669998,104.139999,104.150002,104.150002,419800
2022-03-24,106.000000,107.519997,105.940002,107.370003,107.370003,550600
2022-03-25,106.080002,106.800003,104.889999,106.290001,106.290001,779300
2022-03-28,104.330002,105.099998,104.029999,105.029999,105.029999,709900
2022-03-29,106.480003,106.830002,104.750000,105.800003,105.800003,581000
2022-03-30,105.529999,106.320000,104.860001,105.190002,105.190002,355000
2022-03-31,104.599998,104.599998,102.660004,102.709999,102.709999,491300
2022-04-01,103.029999,103.290001,102.050003,102.919998,102.919998,577500
